nose_x,nose_y,eye_l_x,eye_l_y,eye_r_x,eye_r_y,shoulder_l_x,shoulder_l_y,shoulder_r_x,shoulder_r_y,label
0.489332348,0.405293316,0.513888061,0.351187557,0.52733773,0.350983888,0.669141471,0.677672744,0.296189159,0.680413008,Good Posture
0.488887489,0.410255998,0.513385475,0.355684489,0.526778102,0.355162412,0.669804513,0.678500295,0.296639234,0.68029505,Good Posture
0.489151776,0.411745876,0.51353991,0.35715887,0.526857316,0.356623858,0.669678032,0.678548992,0.295123845,0.680357814,Good Posture
0.489214718,0.411770523,0.513620377,0.357150674,0.526987135,0.356640369,0.669948399,0.678767502,0.295565218,0.680954158,Good Posture
0.489224106,0.411896616,0.5137344,0.357349515,0.527052879,0.356911331,0.669409573,0.678815842,0.293139279,0.681762099,Good Posture
0.489180505,0.41293329,0.513737917,0.357877433,0.527127385,0.357536972,0.669729412,0.679322541,0.296453327,0.679052711,Good Posture
0.490294933,0.413379014,0.514441133,0.358230323,0.527672172,0.357775122,0.669352591,0.679300547,0.294977248,0.680170178,Good Posture
0.490023673,0.414825529,0.51433301,0.360134035,0.52766782,0.359606415,0.669442058,0.679304659,0.29755187,0.678077757,Good Posture
0.490956932,0.415523112,0.514855981,0.361167282,0.527958751,0.360504746,0.668681264,0.679311454,0.295271188,0.677762806,Good Posture
0.491256148,0.415656596,0.514891207,0.361152202,0.528053164,0.360413432,0.669712067,0.679139793,0.297236592,0.675682187,Good Posture
0.491255671,0.417248845,0.514989555,0.36234054,0.528131187,0.361376733,0.671319127,0.679051161,0.297234833,0.675805926,Good Posture
0.490718037,0.420584321,0.514739573,0.365635306,0.528029025,0.364817321,0.670983553,0.678677797,0.297348469,0.675182521,Good Posture
0.49073419,0.418136626,0.514763236,0.363860667,0.528033435,0.363196582,0.670865417,0.678356171,0.297362953,0.675161541,Good Posture
0.490800858,0.415736854,0.514767408,0.361318231,0.528038681,0.360813528,0.67086637,0.678084373,0.297675669,0.67567414,Good Posture
0.491490662,0.415912002,0.515292525,0.361605585,0.528475463,0.36115846,0.670099854,0.678735435,0.294028461,0.677319229,Good Posture
0.491454303,0.415918082,0.515260994,0.361543357,0.528474569,0.361079663,0.671729743,0.678842664,0.294173956,0.675433159,Good Posture
0.491475761,0.416269094,0.515275776,0.361782491,0.528479457,0.361178309,0.671705365,0.67888701,0.29376322,0.675526619,Good Posture
0.492371947,0.416654408,0.515764594,0.362094909,0.529003739,0.361350656,0.669626176,0.678948998,0.293782771,0.675338805,Good Posture
0.493166596,0.419783294,0.516595006,0.364844292,0.530332744,0.364059657,0.66966331,0.678134859,0.294737548,0.675511718,Good Posture
0.493009478,0.418359727,0.516520619,0.362645358,0.530300379,0.361850858,0.669686377,0.678137004,0.294885337,0.675416827,Good Posture
0.493048966,0.418303847,0.516533971,0.362502843,0.530289829,0.36171037,0.669617057,0.678288043,0.294852108,0.677409172,Good Posture
0.49297142,0.417015553,0.5164482,0.361115307,0.530160129,0.360391408,0.669614315,0.677435219,0.29560113,0.677105665,Good Posture
0.492962748,0.41699934,0.516415715,0.361157089,0.53006202,0.36042437,0.66967386,0.677363455,0.295562476,0.677164614,Good Posture
0.492943823,0.416844577,0.516407609,0.36113441,0.530021131,0.360410541,0.669601798,0.677342534,0.294828117,0.677608252,Good Posture
0.492387831,0.416805685,0.516046166,0.361094505,0.52965194,0.360272855,0.669632494,0.676900744,0.299060106,0.677610636,Good Posture
0.49236688,0.416943043,0.516027153,0.361403525,0.529596448,0.360594392,0.668272436,0.676692843,0.296240449,0.677797735,Good Posture
0.492451966,0.417172581,0.516030192,0.361559421,0.529729187,0.360667497,0.671715498,0.676977098,0.298507333,0.677433729,Good Posture
0.492679983,0.417270094,0.516127169,0.361690044,0.529738307,0.360762328,0.671483219,0.676674783,0.297916591,0.677595496,Good Posture
0.493139565,0.418175995,0.516260326,0.361955702,0.529912531,0.360913217,0.67146337,0.676688135,0.299341619,0.677567184,Good Posture
0.493494421,0.418232709,0.516455054,0.362188727,0.529984117,0.3611435,0.670662165,0.677105069,0.29493764,0.677638948,Good Posture
0.493964136,0.417092621,0.516717374,0.36144504,0.530511975,0.360350311,0.671248317,0.678301096,0.296029061,0.677646756,Good Posture
0.494184673,0.415998966,0.516871333,0.360839963,0.5305475,0.359882921,0.67107749,0.678094149,0.295920104,0.677728593,Good Posture
0.494228065,0.413674831,0.516934037,0.359175891,0.530558467,0.358373314,0.670931697,0.677501023,0.296704501,0.677648008,Good Posture
0.494553089,0.415443778,0.517108262,0.361294657,0.530573308,0.360604554,0.668887854,0.67764473,0.294822603,0.678235471,Good Posture
0.494566679,0.414700001,0.517109275,0.360003322,0.530603111,0.359376013,0.667513251,0.677211404,0.295131207,0.676904023,Good Posture
0.494579852,0.415031314,0.51710254,0.360348403,0.530383289,0.359660029,0.666885734,0.678142369,0.292399675,0.676903367,Good Posture
0.49506706,0.414490551,0.517325163,0.359539479,0.530868888,0.358813822,0.667468905,0.679900765,0.292859018,0.675801873,Good Posture
0.495344222,0.414452642,0.517426372,0.359508991,0.530915558,0.35875991,0.667040169,0.679975927,0.291611791,0.676187813,Good Posture
0.495735347,0.414460659,0.517807722,0.359403998,0.531524301,0.358652085,0.667035699,0.680617392,0.291894853,0.67795223,Good Posture
0.496338546,0.412822038,0.51812619,0.358025283,0.531771719,0.357103735,0.666951835,0.678697824,0.292106271,0.675894856,Good Posture
0.498488754,0.412892282,0.51969254,0.358031452,0.532885075,0.357108027,0.665767789,0.678440034,0.288670868,0.676067591,Good Posture
0.504858732,0.412925154,0.524340332,0.358025908,0.536813915,0.357099056,0.667912841,0.677589238,0.293424934,0.675078511,Good Posture
0.513868332,0.413303703,0.530476391,0.358488768,0.542075455,0.357471615,0.667918265,0.677565396,0.293431342,0.677404225,Good Posture
0.517768145,0.411879748,0.534602284,0.357569009,0.545514464,0.356855363,0.668027341,0.676557422,0.293679148,0.677360833,Good Posture
0.517931283,0.411887735,0.535102427,0.357568741,0.546328902,0.356851757,0.666414499,0.676558197,0.293166757,0.677958369,Good Posture
0.519518733,0.412216127,0.536675453,0.357775033,0.547508717,0.357122123,0.665653825,0.674502075,0.294300735,0.675545931,Good Posture
0.523085713,0.412266076,0.539080918,0.357829243,0.549685717,0.357143253,0.666393638,0.675709546,0.293359458,0.676090956,Good Posture
0.52471149,0.411814898,0.540744245,0.357417434,0.551018536,0.356810302,0.666192174,0.675801158,0.293421626,0.675606728,Good Posture
0.526232302,0.411577642,0.542064369,0.357417256,0.551933885,0.356833756,0.664808631,0.675132155,0.29341045,0.675264537,Good Posture
0.526344955,0.411534131,0.542461514,0.357400715,0.552257121,0.356825203,0.664455771,0.675073981,0.29341048,0.675224125,Good Posture
0.526093781,0.411536545,0.542352915,0.357390255,0.552219212,0.356814802,0.665667057,0.675705731,0.293476552,0.674634278,Good Posture
0.525993943,0.411474288,0.54225564,0.357248306,0.55232209,0.356620997,0.665827274,0.675628781,0.295071602,0.676977575,Good Posture
0.525576532,0.411447078,0.541929543,0.357235759,0.5522964,0.356601298,0.66566658,0.675624609,0.294938028,0.677283168,Good Posture
0.524729192,0.411191314,0.541752219,0.356237948,0.552226543,0.355833799,0.665539384,0.675799608,0.288879991,0.675777793,Good Posture
0.522219777,0.411040157,0.540097415,0.355750054,0.551265717,0.355208188,0.667519748,0.675791085,0.291942894,0.675774634,Good Posture
0.518501997,0.411390901,0.535665929,0.355935723,0.547362745,0.355322838,0.667086184,0.675213754,0.291987658,0.677941024,Good Posture
0.515553594,0.408229172,0.533143878,0.352362961,0.545540214,0.351609379,0.668049753,0.673600912,0.29299444,0.677917182,Good Posture
0.507756591,0.409040153,0.526643753,0.352724046,0.538945794,0.351800352,0.668079257,0.672858953,0.294531196,0.679308832,Good Posture
0.503811002,0.408234119,0.523080647,0.35179463,0.535630763,0.350860476,0.667456985,0.67335701,0.292526662,0.679068804,Good Posture
0.499943733,0.408238292,0.520892918,0.351777077,0.533432722,0.350815922,0.667512178,0.673312187,0.293159902,0.678368688,Good Posture
0.499926031,0.410581857,0.520163655,0.354779422,0.532688439,0.353350759,0.667183995,0.673251152,0.292945147,0.678650618,Good Posture
0.496858925,0.41075629,0.516960502,0.354752213,0.529753089,0.353301018,0.667066455,0.67330575,0.292602926,0.678647876,Good Posture
0.49431023,0.410776317,0.515238166,0.354668409,0.527899325,0.35320133,0.666953683,0.673452199,0.292733192,0.679574788,Good Posture
0.493974358,0.410979092,0.514943004,0.354722828,0.52752763,0.353262424,0.666964173,0.673726261,0.292716742,0.681862772,Good Posture
0.493575245,0.410991132,0.514298499,0.354781359,0.526618421,0.353334874,0.666577697,0.673731148,0.292689353,0.680416048,Good Posture
0.491549492,0.410963207,0.513007998,0.35476622,0.52544111,0.35331586,0.666500568,0.673755288,0.293511808,0.681333005,Good Posture
0.490723133,0.409808457,0.511841118,0.353736937,0.524475694,0.352239102,0.666329801,0.673181355,0.294099808,0.680827916,Good Posture
0.490599811,0.409696221,0.511793375,0.353639185,0.524401128,0.35218364,0.666312814,0.674388587,0.289202899,0.681697786,Good Posture
0.48630324,0.408919245,0.508526921,0.351989865,0.521854758,0.350484818,0.67414248,0.674872398,0.293336064,0.680701971,Good Posture
0.486055851,0.403529793,0.508538902,0.349135011,0.521926284,0.348384798,0.672787786,0.67503047,0.293328077,0.679880083,Good Posture
