nose_x,nose_y,eye_l_x,eye_l_y,eye_r_x,eye_r_y,shoulder_l_x,shoulder_l_y,shoulder_r_x,shoulder_r_y,label
0.430502802,0.48489961,0.459863991,0.42756325,0.478017092,0.427226722,0.657978177,0.767182648,0.257830113,0.776458144,Good Posture
0.431543916,0.484983742,0.46064505,0.427610666,0.479035079,0.427354395,0.652479529,0.767189085,0.256709695,0.76800859,Good Posture
0.432652891,0.48228237,0.461510181,0.425223231,0.479675382,0.424912006,0.651055992,0.767618597,0.253332794,0.768780589,Good Posture
0.435477555,0.477859646,0.463959128,0.420165122,0.481338561,0.420061499,0.650837123,0.767066658,0.253734916,0.769070566,Good Posture
0.436755747,0.477571487,0.46517539,0.419463158,0.482443869,0.41917178,0.651587129,0.764350593,0.253650784,0.769092977,Good Posture
0.43693614,0.477603346,0.46552676,0.419482499,0.482859194,0.419176459,0.651904881,0.76366967,0.252094954,0.768485665,Good Posture
0.436967134,0.474364132,0.46553731,0.41546008,0.482878357,0.415018767,0.652140021,0.760198653,0.25372833,0.768162787,Good Posture
0.438027948,0.469893634,0.466220528,0.412412673,0.483383715,0.411909044,0.6520437,0.758930266,0.257193536,0.765939653,Good Posture
0.43843621,0.465898722,0.466688246,0.408288836,0.483869404,0.407879919,0.651770949,0.75681144,0.256108195,0.758901179,Good Posture
0.441060126,0.45476073,0.468932003,0.396852583,0.485828787,0.39665243,0.653095603,0.752778172,0.249305636,0.753239751,Good Posture
0.441534579,0.449421912,0.469353259,0.391348898,0.486194134,0.39090994,0.656438231,0.747803032,0.249388099,0.750229895,Good Posture
0.442798078,0.435288727,0.470579326,0.378826112,0.487288803,0.378433257,0.656520903,0.731848359,0.251086593,0.738058388,Good Posture
0.446166933,0.429962188,0.473318636,0.372666895,0.48976177,0.372424722,0.655726314,0.712019861,0.255216539,0.726987123,Good Posture
0.446032196,0.414688855,0.473251432,0.358250767,0.489744574,0.358130246,0.655661881,0.697807014,0.255254328,0.710916162,Good Posture
0.447501957,0.409032792,0.47511673,0.350683123,0.491927624,0.350626081,0.656397104,0.69189018,0.257258922,0.707463086,Good Posture
0.447703928,0.405231029,0.475429595,0.34730044,0.492222011,0.347559005,0.65350014,0.689091802,0.258657843,0.697484136,Good Posture
0.451370895,0.397934824,0.478773534,0.339040786,0.495136589,0.339457333,0.653514385,0.686437905,0.258215815,0.689936817,Good Posture
0.451355129,0.392911047,0.478875339,0.333515674,0.495357841,0.333286315,0.653756142,0.670981228,0.259714186,0.678645134,Good Posture
0.458547503,0.371156186,0.484317213,0.308609277,0.499861956,0.308595777,0.655550599,0.653487802,0.259717524,0.653524756,Good Posture
0.461850703,0.35953933,0.487706006,0.297011346,0.503108978,0.296653926,0.656089246,0.640689313,0.259793371,0.639862716,Good Posture
0.466373295,0.348665625,0.492178679,0.285827905,0.507831633,0.286450058,0.658600211,0.626643002,0.259954572,0.637584567,Good Posture
0.470936239,0.33630988,0.496644884,0.273120672,0.511775851,0.273360133,0.663565278,0.619958878,0.264308274,0.633811295,Good Posture
0.471699387,0.332166374,0.49764663,0.269978851,0.512878776,0.269906044,0.666158557,0.616680145,0.265796095,0.625141919,Good Posture
0.473952383,0.329751968,0.50040108,0.268785954,0.516120493,0.269537002,0.667627335,0.614793718,0.265751004,0.622276962,Good Posture
0.477086544,0.327658623,0.503476679,0.263190389,0.519036949,0.26343894,0.670042574,0.605691373,0.265939146,0.617680013,Good Posture
0.482161283,0.325806469,0.507298768,0.260230362,0.522643685,0.259764135,0.671757936,0.60430795,0.267757207,0.615159333,Good Posture
0.485591084,0.312383264,0.510506272,0.245304614,0.525810599,0.244657129,0.67630291,0.599026442,0.269622654,0.605792105,Good Posture
0.487885863,0.302876562,0.512825131,0.235687807,0.527949691,0.235707626,0.677278936,0.589528203,0.269579947,0.594989061,Good Posture
0.496241421,0.289722383,0.519060671,0.220988005,0.533579648,0.220813304,0.67857033,0.576869905,0.271292627,0.58825016,Good Posture
0.496027052,0.279302299,0.519681513,0.207894638,0.53486073,0.208195746,0.683328986,0.559883058,0.272516042,0.57440269,Good Posture
0.501477063,0.272669911,0.524945557,0.202254072,0.539876699,0.203058824,0.687645912,0.560500979,0.273260772,0.56775862,Good Posture
0.500754714,0.27412349,0.524853528,0.205087289,0.540109158,0.205864117,0.688320279,0.558867872,0.274345607,0.570146441,Good Posture
0.500033259,0.270556301,0.524281919,0.203584149,0.539605796,0.204468578,0.688702166,0.558148146,0.274325609,0.570308805,Good Posture
0.502441764,0.269845396,0.526235163,0.201253712,0.541535258,0.201530427,0.692325592,0.559265018,0.274365813,0.571426392,Good Posture
0.502160609,0.269736975,0.525838017,0.201626733,0.541255116,0.202276736,0.692804515,0.560785711,0.274196833,0.570834875,Good Posture
0.50549072,0.270534962,0.528603554,0.201508254,0.543559492,0.201871902,0.692263663,0.560799539,0.273878753,0.569178879,Good Posture
0.505031228,0.270966232,0.528300881,0.200976074,0.543347001,0.201179594,0.69216311,0.560472608,0.271671653,0.560032845,Good Posture
0.504639745,0.271284699,0.528116286,0.20188719,0.543222547,0.202085584,0.692112744,0.560241163,0.273964375,0.560899556,Good Posture
0.458485186,0.406980604,0.488096058,0.343174607,0.506051481,0.343860745,0.671046138,0.651695013,0.257243544,0.645909607,Slouching
0.458484411,0.407573074,0.488531291,0.343720615,0.506526709,0.344558507,0.672050297,0.652074695,0.257330209,0.645870149,Slouching
0.458085597,0.407775789,0.488372177,0.344130516,0.506468773,0.345008701,0.672027946,0.652063012,0.256865442,0.646174669,Slouching
0.458227813,0.409456402,0.488727242,0.345193237,0.506751895,0.346215546,0.672056615,0.652481019,0.255618662,0.646390796,Slouching
0.458439052,0.409323394,0.488753736,0.344797909,0.50682354,0.345300049,0.672244668,0.652530015,0.256130159,0.646410823,Slouching
0.4597826,0.408345252,0.489931345,0.344492853,0.507698178,0.345100194,0.672396898,0.653682649,0.256040514,0.646289289,Slouching
0.456571877,0.408334851,0.486244112,0.344299436,0.504445493,0.344237,0.672937036,0.652677357,0.260409266,0.646365523,Slouching
0.454731643,0.409878552,0.48437041,0.345860928,0.503277183,0.345453858,0.672472298,0.651998222,0.260377526,0.646364331,Slouching
0.453185141,0.411701351,0.482730865,0.346774429,0.501757383,0.346202433,0.672590673,0.659342051,0.260184884,0.649989665,Slouching
0.44923526,0.423436165,0.477291882,0.354949683,0.497690976,0.352131516,0.674143255,0.660595894,0.260987073,0.650902152,Slouching
0.441037029,0.440583736,0.467747867,0.369704992,0.489768505,0.366194338,0.674741387,0.665734351,0.262673318,0.654593825,Slouching
0.432233632,0.455428272,0.458503634,0.381895721,0.481314808,0.377981544,0.674799919,0.672716796,0.262641609,0.654604077,Slouching
0.42648977,0.482611328,0.452867419,0.400000185,0.477586657,0.394428074,0.676801562,0.67436105,0.262996376,0.659905016,Slouching
0.425067335,0.513906181,0.451055229,0.427386105,0.476412594,0.420758367,0.678513408,0.680730164,0.264381617,0.669457793,Slouching
0.422999948,0.530524969,0.445968807,0.445489079,0.471180022,0.438551068,0.683333755,0.684005439,0.2649315,0.680463195,Slouching
0.418951809,0.554304004,0.440376282,0.473754585,0.466619402,0.466710567,0.683116019,0.691438138,0.264851809,0.691850066,Slouching
0.416543394,0.585614622,0.436037779,0.501992524,0.462461948,0.492944896,0.691654027,0.690940201,0.264860243,0.710800767,Slouching
0.414420068,0.599503517,0.433709085,0.511481822,0.460700929,0.501572251,0.695354104,0.692670405,0.264849722,0.725960672,Slouching
0.406432301,0.614506304,0.42531395,0.525473654,0.451101929,0.514696717,0.696424901,0.699219465,0.264262855,0.738023639,Slouching
0.401451051,0.636524498,0.421084702,0.548424125,0.447094113,0.537445068,0.696084619,0.725865662,0.259471864,0.740748644,Slouching
0.397608399,0.635285616,0.417869389,0.545136988,0.443918556,0.534516513,0.696041465,0.725547194,0.260907412,0.752669394,Slouching
0.396761954,0.634659171,0.416686207,0.544720232,0.441583395,0.533391595,0.69692266,0.730430603,0.259566367,0.76025641,Slouching
0.393265873,0.641510189,0.413695574,0.552130044,0.440119445,0.540338337,0.69682014,0.731361568,0.256801277,0.761732101,Slouching
0.387582004,0.646619499,0.407447964,0.561380029,0.433829308,0.550742686,0.696445644,0.749050796,0.252261192,0.771040738,Slouching
0.388970315,0.644654572,0.409096807,0.558663607,0.435272783,0.548034012,0.697293878,0.757329762,0.249445125,0.7742998,Slouching
0.389729559,0.641954541,0.409764141,0.555319607,0.436196983,0.544354796,0.694953024,0.753442943,0.247579843,0.801528215,Slouching
0.389099538,0.651614904,0.409571499,0.563129127,0.436059624,0.552589655,0.694824934,0.752182722,0.247539729,0.799206018,Slouching
0.38814345,0.653751314,0.409154564,0.565675795,0.435758203,0.55523932,0.69411099,0.76465708,0.24808076,0.801338971,Slouching
0.388267696,0.663279116,0.40895161,0.573136687,0.435848564,0.562541187,0.694078982,0.763888478,0.243369743,0.812142611,Slouching
0.388670504,0.662685454,0.4092291,0.572560251,0.436080158,0.561996281,0.693378091,0.764299035,0.242139578,0.821687996,Slouching
0.388399541,0.667886317,0.408639133,0.578227103,0.435736418,0.56824702,0.695723414,0.806551695,0.236809015,0.855431259,Slouching
0.386034727,0.675999999,0.405942976,0.587636292,0.433137596,0.577843547,0.700328708,0.818368971,0.233447284,0.862471342,Slouching
0.382499874,0.685581625,0.401889265,0.594526529,0.428546995,0.584222257,0.70405513,0.818006635,0.230311155,0.874692142,Slouching
0.382674515,0.686552763,0.401879787,0.598470926,0.428586632,0.588709533,0.70392406,0.830948949,0.230387613,0.882247746,Slouching
0.381743848,0.695545733,0.400419414,0.608563542,0.4270522,0.598242581,0.701994538,0.824523628,0.23042652,0.892702341,Slouching
0.378137052,0.700295329,0.398147583,0.613513052,0.425024599,0.603498876,0.70434922,0.857066393,0.228024051,0.904415727,Slouching
0.376024425,0.720563233,0.3949278,0.629655242,0.420075953,0.618736267,0.70367223,0.853353202,0.227076098,0.914680541,Slouching
0.374694288,0.729507148,0.392398059,0.640054524,0.415839434,0.629419446,0.683505654,0.849184275,0.229597479,0.911732793,Slouching
0.37377888,0.737395704,0.391637594,0.649607122,0.415715545,0.63937366,0.684006155,0.868119121,0.22750707,0.924940646,Slouching
0.371124208,0.751557052,0.389483243,0.662870586,0.413858414,0.651861846,0.689612031,0.895066261,0.226942629,0.926774085,Slouching
0.371227056,0.76216203,0.389627248,0.676011026,0.413802475,0.666043222,0.684981644,0.892624259,0.226989746,0.930187762,Slouching
0.370636135,0.774270713,0.389434516,0.693058252,0.413771003,0.68385464,0.688211262,0.911570668,0.22726135,0.936279237,Slouching
0.375682414,0.787296712,0.398103148,0.70806247,0.421848953,0.700914919,0.662004292,0.919054091,0.22606878,0.937563479,Slouching
0.37926811,0.802986681,0.404841483,0.725607514,0.428887278,0.719706357,0.664626956,0.95414412,0.228275329,0.944146812,Slouching
0.38128227,0.82057631,0.409156978,0.742704451,0.4334732,0.738810599,0.645524144,1.004754424,0.227488279,0.953208148,Slouching
0.390668452,0.826242983,0.423395544,0.747646034,0.445879787,0.74361068,0.648783207,0.986664355,0.24517715,0.950453162,Slouching
0.406563193,0.836377978,0.444580495,0.757770717,0.466823339,0.755685449,0.643015206,1.003215671,0.244030923,0.962188065,Slouching
0.419821501,0.829818845,0.462331861,0.752974868,0.482011884,0.751573563,0.646456242,0.987772226,0.237510473,0.959135294,Slouching
0.425571144,0.831624806,0.468422472,0.757811785,0.488475621,0.757880449,0.633276582,1.017928362,0.232647985,0.973745346,Slouching
0.446607828,0.828326106,0.489289194,0.757550538,0.508242726,0.759160101,0.636794627,1.00437367,0.229122445,0.970851541,Slouching
0.459331602,0.826694489,0.501628876,0.753916979,0.519901037,0.754960477,0.637641311,0.996033072,0.228364855,0.958319604,Slouching
0.472618431,0.819047689,0.513569057,0.753097892,0.531987131,0.752205849,0.644919515,0.998886764,0.225846559,0.957254827,Slouching
0.487232268,0.804323733,0.527637184,0.750220656,0.543577254,0.75124228,0.635588288,0.99533087,0.225894958,0.920418739,Slouching
0.497089237,0.795613408,0.537032783,0.746572435,0.552460968,0.750558138,0.636894643,0.980466962,0.22532618,0.900020897,Slouching
0.505472302,0.7793715,0.546907663,0.733263969,0.563321054,0.741764486,0.637676299,0.979988098,0.218839854,0.894513369,Slouching
0.511865377,0.762205422,0.556064785,0.717764854,0.572170615,0.727904379,0.639229417,0.97936058,0.218782574,0.872101665,Slouching
0.524681747,0.756321132,0.569340944,0.708992779,0.584082305,0.718581498,0.640260339,0.95878607,0.21957235,0.856147408,Slouching
0.532164693,0.744014978,0.574852347,0.695481837,0.588908136,0.704942822,0.640145779,0.953834414,0.216437146,0.852538705,Slouching
0.547454476,0.727981806,0.590637326,0.6817469,0.60345602,0.690343499,0.640319228,0.923320353,0.227261469,0.823076785,Slouching
0.555396438,0.721177399,0.599775612,0.675458252,0.612360597,0.68397361,0.640844226,0.910513699,0.231098369,0.809908867,Slouching
0.556851208,0.724860787,0.603799999,0.677297235,0.616692007,0.685329974,0.637889743,0.906696677,0.232720375,0.80290699,Slouching
0.567840815,0.725814164,0.616388738,0.678069174,0.62846905,0.685731888,0.645411611,0.88473767,0.249271795,0.788596213,Slouching
0.578984976,0.720770657,0.62678498,0.674377203,0.638920546,0.682239413,0.65344435,0.881626785,0.259860456,0.770670891,Slouching
0.580033422,0.712468326,0.62969774,0.667433083,0.642580748,0.676961958,0.666363001,0.886639714,0.264523029,0.754912615,Slouching
0.589295268,0.709975541,0.637989163,0.664431453,0.651165962,0.673332214,0.666913807,0.873704135,0.267871201,0.747045159,Slouching
0.596017718,0.699372649,0.647106349,0.657132447,0.66014564,0.667058885,0.683003247,0.872446835,0.269453794,0.735891759,Slouching
0.597672939,0.689565957,0.646995664,0.645496428,0.661150992,0.656048656,0.691395164,0.870109737,0.268726408,0.73534137,Slouching
0.602172434,0.688248098,0.65260458,0.643246412,0.666146338,0.65209949,0.690820754,0.864100039,0.275114328,0.723079026,Slouching
0.610649228,0.670719266,0.661987662,0.628799379,0.675242245,0.638272107,0.694243491,0.861247003,0.273518801,0.720002592,Slouching
0.625936627,0.657920659,0.671853185,0.613737285,0.683804035,0.622889161,0.694394648,0.858207881,0.273569882,0.717389524,Slouching
0.631851792,0.647481978,0.677997947,0.604353726,0.688753366,0.613188863,0.694682717,0.82790029,0.274513841,0.706264436,Slouching
0.641074538,0.631189644,0.683137,0.589488924,0.693099916,0.598608673,0.700843573,0.812657535,0.278529227,0.703933597,Slouching
0.637822032,0.619289994,0.680743754,0.580555201,0.691048086,0.589592516,0.700518191,0.803106904,0.279900134,0.690824687,Slouching
0.642337561,0.604708493,0.683769524,0.568373859,0.693874896,0.577521861,0.70013696,0.788185179,0.284573972,0.688870072,Slouching
0.64691484,0.595248461,0.688031256,0.56116575,0.698062897,0.570293725,0.699855089,0.783651352,0.288809031,0.68052882,Slouching
0.64941591,0.598513782,0.690783441,0.560730994,0.700376868,0.568376124,0.700128913,0.754976094,0.291961968,0.670618057,Slouching
0.653576493,0.584803998,0.693958938,0.547991812,0.703426123,0.555528522,0.700148225,0.750099897,0.294861168,0.663250148,Slouching
0.656320095,0.578424335,0.696070135,0.539258659,0.705475688,0.545857072,0.700930417,0.723805308,0.298115194,0.65782547,Slouching
0.66191864,0.560840368,0.699353397,0.521447062,0.708387852,0.52732271,0.702072442,0.708084524,0.302099138,0.649638593,Slouching
0.661958635,0.543885171,0.699451089,0.50462395,0.708616912,0.510344088,0.704432726,0.704112649,0.303832799,0.637061536,Slouching
0.665113747,0.531534314,0.70031321,0.489273429,0.709107161,0.494093001,0.704267502,0.685665488,0.303502232,0.624047041,Slouching
0.667842746,0.515572011,0.701127648,0.471369922,0.709765792,0.47582981,0.704136372,0.67916894,0.303473055,0.613226354,Slouching
0.666493475,0.506663918,0.700486362,0.464876354,0.709218681,0.469983697,0.704042137,0.67136246,0.303743601,0.605384052,Slouching
0.665542662,0.491822362,0.700018764,0.450423449,0.708833933,0.455937564,0.701636791,0.663560629,0.305776179,0.596921504,Slouching
0.665105581,0.474983245,0.698796511,0.434455276,0.70799315,0.439948231,0.698722303,0.65292871,0.307363003,0.592607498,Slouching
0.658251107,0.468141437,0.691613138,0.427988797,0.701521993,0.433505565,0.692662001,0.643383265,0.309640706,0.589519918,Slouching
0.650169492,0.462580651,0.683972239,0.421990395,0.694069624,0.428582281,0.687776208,0.64087677,0.312020779,0.581688702,Slouching
0.638770163,0.462247968,0.673916459,0.420905054,0.684503198,0.427538931,0.683790803,0.634866178,0.313201874,0.580355227,Slouching
0.635161936,0.455927014,0.67006129,0.414150715,0.680547118,0.420378238,0.67997086,0.623301804,0.315245837,0.570129037,Slouching
0.630343616,0.449884266,0.664775193,0.407461643,0.67515111,0.413728118,0.677411556,0.613939822,0.315546483,0.566368818,Slouching
0.630864799,0.432857901,0.66439724,0.391846627,0.674638271,0.397731781,0.674008131,0.607364893,0.315460533,0.557282031,Slouching
0.624525666,0.43130666,0.658606708,0.390526026,0.669098496,0.397078365,0.67203784,0.602244377,0.315407842,0.551515937,Slouching
0.620555699,0.412234426,0.655411601,0.377079219,0.666212678,0.385081261,0.670559525,0.599444807,0.315890551,0.539399505,Slouching
0.616064668,0.410526276,0.650567114,0.372052073,0.661436975,0.381170005,0.667296171,0.586034358,0.314908206,0.530562043,Slouching
0.612165809,0.403592527,0.646927118,0.363330364,0.657815814,0.372711748,0.663608909,0.58025974,0.313917816,0.52783668,Slouching
0.612807572,0.376693726,0.646747172,0.343467623,0.657653391,0.351756513,0.663682401,0.573291183,0.314367771,0.515752971,Slouching
0.611006796,0.365156919,0.644310474,0.331961781,0.655043364,0.340145469,0.662549675,0.561726153,0.31337297,0.5085482,Slouching
0.604920387,0.368856311,0.638291478,0.332176208,0.649082184,0.339705139,0.656169951,0.558010042,0.308783472,0.507457256,Slouching
0.602760792,0.354315937,0.636151075,0.31870681,0.647144139,0.326563627,0.652563632,0.554700553,0.310306132,0.501980543,Slouching
0.599042416,0.343609333,0.633056521,0.308279067,0.644111156,0.316551059,0.652377546,0.549964726,0.309934348,0.496626198,Slouching
0.594023108,0.343409687,0.628872514,0.307249546,0.640163898,0.315582067,0.651620269,0.546240509,0.309406966,0.494530618,Slouching
0.590787232,0.342829496,0.625404477,0.305057615,0.63721168,0.312950164,0.651774406,0.541326642,0.308300704,0.4955872,Slouching
0.591774821,0.343355983,0.62559247,0.304731488,0.637055039,0.312123388,0.652057111,0.538855314,0.306461453,0.496783763,Slouching
0.591818273,0.339630812,0.625079691,0.300179213,0.636471748,0.307083637,0.653740942,0.538046539,0.306450158,0.496467561,Slouching
0.590056896,0.329302847,0.622502685,0.290798336,0.634215713,0.297884285,0.653810918,0.537742734,0.305930555,0.496373266,Slouching
0.583647192,0.319967359,0.615627289,0.280624866,0.628039956,0.287530452,0.654860616,0.537872612,0.306177408,0.496892363,Slouching
0.579485774,0.309692919,0.610922992,0.269581616,0.623961031,0.276360482,0.659579873,0.538550198,0.307598919,0.496458173,Slouching
0.578748345,0.301954091,0.609106779,0.257824779,0.622040391,0.263854533,0.663834393,0.538236976,0.307998985,0.495148718,Slouching
0.56633985,0.288823634,0.598856211,0.243985966,0.613454461,0.250726581,0.669647992,0.538161278,0.309654891,0.494152457,Slouching
0.547531486,0.278995097,0.580386877,0.229994804,0.595862508,0.235584244,0.676574767,0.53594017,0.310581326,0.493853301,Slouching
0.53452456,0.26738137,0.566577792,0.216234267,0.582467198,0.2200533,0.677907825,0.533214033,0.309996426,0.493382037,Slouching
0.517518342,0.253815114,0.549828708,0.200703114,0.5669415,0.203098238,0.683331788,0.530922294,0.313111037,0.493117929,Slouching
0.508930326,0.246938035,0.539627194,0.18997094,0.558171988,0.190960541,0.685308576,0.517379045,0.31281513,0.493027091,Slouching
0.499089152,0.24226366,0.528436124,0.181464896,0.547384858,0.180969581,0.686511636,0.505356252,0.314497799,0.48689124,Slouching
0.493588537,0.222765893,0.521685243,0.16208455,0.541378081,0.161496878,0.687986553,0.487464219,0.313855261,0.482115388,Slouching
0.485036224,0.207165629,0.512393594,0.145571455,0.533386052,0.145212337,0.690379798,0.47622171,0.312095761,0.473344117,Slouching
0.474074453,0.191269457,0.500324368,0.128288656,0.5229491,0.12844187,0.690072775,0.455230713,0.308979392,0.467961669,Slouching
0.468655169,0.181362614,0.495263249,0.120991237,0.516926944,0.120952651,0.68994838,0.435214847,0.308944821,0.453352094,Slouching
0.462759793,0.171191767,0.490375698,0.107835256,0.513649881,0.107730769,0.689729691,0.414267242,0.306980968,0.429475427,Slouching
0.453567833,0.166378438,0.480375379,0.099906653,0.502184987,0.097519435,0.691212952,0.397204041,0.305858314,0.417361736,Slouching
0.442549706,0.143785343,0.469456017,0.078600079,0.493130296,0.0761334,0.691100955,0.382563055,0.301630914,0.399208665,Slouching
0.429665655,0.129390538,0.454151869,0.067998201,0.478060246,0.065299205,0.687137604,0.366541713,0.297555923,0.38141337,Slouching
0.436050475,0.138039127,0.462179273,0.07584174,0.485212177,0.073503211,0.685816884,0.353203565,0.293760359,0.368766457,Slouching
0.431279182,0.12551789,0.453843743,0.061557252,0.478120148,0.058192614,0.685692966,0.333242089,0.287160218,0.360776544,Slouching
0.426674455,0.106978327,0.449199051,0.041341163,0.473812401,0.038104154,0.68204093,0.32014665,0.284069717,0.352351457,Slouching
0.420174062,0.104775921,0.440357745,0.042492736,0.463610649,0.038722709,0.681968093,0.308315009,0.283551395,0.350100428,Slouching
0.419412434,0.103594556,0.442065954,0.043891583,0.465144873,0.040557709,0.678897023,0.30513674,0.278490573,0.349054933,Slouching
0.421322733,0.109357238,0.445574045,0.048219543,0.468638003,0.044854466,0.67915529,0.310462594,0.278853178,0.34733811,Slouching
0.416298002,0.10496325,0.441452175,0.042872544,0.466162831,0.038210783,0.678695798,0.306944907,0.277364254,0.351409644,Slouching
0.411632836,0.10197176,0.437370121,0.03928078,0.462678045,0.03413143,0.6785115,0.306988448,0.275768936,0.353508294,Slouching
0.406042486,0.103811413,0.430653989,0.041881207,0.455288708,0.03701001,0.677991986,0.310384154,0.274869263,0.354900301,Slouching
0.401567876,0.118390195,0.427874237,0.048685089,0.453934282,0.041837581,0.679119468,0.311181605,0.271915257,0.356094301,Slouching
0.398168147,0.118755214,0.424134016,0.049065363,0.448920578,0.042154368,0.678225398,0.314890891,0.272069603,0.358025104,Slouching
0.399481535,0.129006937,0.425433785,0.060298495,0.450332701,0.0534482,0.677247584,0.324739724,0.272078067,0.370213181,Slouching
0.396479785,0.128853381,0.422397435,0.060461652,0.448226869,0.053747471,0.67141366,0.329622,0.266404271,0.375839561,Slouching
0.391031981,0.133464202,0.415486187,0.064631127,0.440980524,0.056974012,0.669127584,0.348848879,0.266525656,0.387747884,Slouching
0.384682924,0.13484852,0.407720149,0.066519663,0.431293815,0.05906469,0.665726304,0.361674368,0.261527628,0.393022239,Slouching
0.383256495,0.139821529,0.405814648,0.072817601,0.428814352,0.066082343,0.660079539,0.37110123,0.261782289,0.40228349,Slouching
0.379641861,0.146714896,0.400947034,0.078538328,0.424447358,0.071213253,0.657676756,0.379433632,0.262156278,0.408120364,Slouching
0.380477995,0.161843315,0.402065128,0.093033791,0.425612777,0.086173989,0.652566791,0.393295139,0.262217134,0.423351794,Slouching
0.37978524,0.184060276,0.400371969,0.112343952,0.423164129,0.106494196,0.643541217,0.398331046,0.262218177,0.427923292,Slouching
0.379265487,0.196742862,0.400342315,0.122592598,0.423167616,0.116438128,0.64126116,0.404616982,0.257613182,0.439464837,Slouching
0.372909129,0.217522234,0.392296374,0.148031682,0.414062828,0.14178516,0.639012694,0.425947607,0.257927328,0.449179292,Slouching
0.371347874,0.23581405,0.389424235,0.170749128,0.408349186,0.164262623,0.634296954,0.443359673,0.259301722,0.462298781,Slouching
0.367241293,0.243268341,0.386650413,0.17640695,0.406046957,0.170429602,0.630762696,0.448543549,0.258406281,0.467378914,Slouching
0.367243469,0.25387463,0.386222869,0.187949494,0.4059484,0.180418417,0.628914952,0.454914421,0.258509994,0.476937741,Slouching
0.366676629,0.26458475,0.38617304,0.198599085,0.406408727,0.191159472,0.628300965,0.461164534,0.258603066,0.48520872,Slouching
0.366986811,0.279305637,0.386297345,0.215976551,0.406388342,0.208889067,0.627917826,0.468512595,0.260045201,0.500088274,Slouching
0.367318422,0.283590019,0.386642903,0.221745282,0.406875998,0.214521945,0.627639949,0.478573471,0.260726541,0.506364584,Slouching
0.367585868,0.290784061,0.38692385,0.231881067,0.407203764,0.226141378,0.623700142,0.492346197,0.262051284,0.509558141,Slouching
0.369205654,0.294008702,0.387453079,0.235790506,0.407537788,0.229808405,0.623680532,0.499272496,0.262151271,0.515241861,Slouching
0.369341642,0.306647122,0.387672514,0.245460182,0.407787323,0.238646895,0.62374717,0.502044797,0.262159169,0.52263999,Slouching
0.369640976,0.310858607,0.387902737,0.250571132,0.40791145,0.244583398,0.623905301,0.510341883,0.261793852,0.527499318,Slouching
0.368673146,0.328680933,0.386662662,0.266079515,0.406451285,0.259474993,0.624001861,0.520359218,0.26145786,0.535495222,Slouching
0.368961066,0.328415394,0.386785507,0.268425643,0.406614155,0.262047321,0.622484326,0.527887821,0.262206644,0.554178476,Slouching
0.36703217,0.342349619,0.385308325,0.285589129,0.405011177,0.279608637,0.620255768,0.538195729,0.261752337,0.556277454,Slouching
0.367413938,0.341193944,0.385438383,0.283981442,0.405177534,0.27736786,0.618344426,0.541770577,0.26182881,0.571932018,Slouching
0.368279129,0.346750736,0.386076033,0.290148735,0.405788124,0.284062892,0.617383242,0.552205622,0.260639936,0.581648588,Slouching
0.368347824,0.356178105,0.386379212,0.30064401,0.406503588,0.294698834,0.616975069,0.560245693,0.260704458,0.589784265,Slouching
0.369410932,0.35687387,0.38729459,0.302410722,0.407463223,0.296170384,0.616759956,0.564157605,0.260724783,0.598876536,Slouching
0.369993001,0.362840384,0.38759166,0.309912205,0.407631695,0.304297715,0.616579592,0.572493017,0.261566818,0.61053884,Slouching
0.36898452,0.37451607,0.387441576,0.317350447,0.407635748,0.311494976,0.616320431,0.581481695,0.259900033,0.609716237,Slouching
0.369024396,0.378164321,0.387498796,0.320816159,0.407696903,0.314604849,0.614421248,0.581454694,0.259484231,0.610526979,Slouching
0.369145811,0.37998876,0.388151944,0.323958069,0.408522904,0.318337828,0.614578485,0.587994576,0.258726358,0.612664819,Slouching
0.369902015,0.382487208,0.39025256,0.326783389,0.410768747,0.321615964,0.614624023,0.589227855,0.259715527,0.617578864,Slouching
0.374924272,0.381080627,0.395664126,0.325080305,0.416272342,0.320307761,0.614109933,0.592278242,0.257637143,0.618865132,Slouching
0.377968192,0.379754066,0.401605666,0.32403633,0.42229262,0.319595635,0.613766015,0.595804989,0.25794974,0.622765541,Slouching
0.385588825,0.379782706,0.410891473,0.324727207,0.430691481,0.321300924,0.612828553,0.603381336,0.256635189,0.631343901,Slouching
0.3941347,0.378975302,0.420113236,0.32447499,0.438827515,0.321988791,0.611992002,0.613325894,0.254825115,0.635472953,Slouching
0.405408293,0.379224002,0.43045038,0.326658577,0.446885973,0.32501334,0.610937476,0.620951593,0.252282113,0.642032325,Slouching
0.416698456,0.381772369,0.44028011,0.330556303,0.454712689,0.329706669,0.608846366,0.629757166,0.251661927,0.643265843,Slouching
0.422641665,0.38555333,0.445986122,0.338225663,0.45994848,0.338249236,0.60706079,0.636235297,0.2498537,0.64971602,Slouching
0.435245931,0.391352445,0.45558849,0.347116441,0.467147887,0.348074228,0.604858696,0.641137123,0.244998291,0.655009449,Slouching
0.434555531,0.399004638,0.4563106,0.356290966,0.468210369,0.357787341,0.602354646,0.649577379,0.245050952,0.6664024,Slouching
0.438314527,0.41832599,0.459575981,0.374704391,0.471335113,0.376553714,0.60196507,0.661732316,0.244548604,0.681898534,Slouching
